total_income,essentials_percentage,savings_percentage,investments_percentage,discretionary_percentage,risk_tolerance,financial_status
3073,55.83,10.69,21.42,12.05,Medium,stable
3178,40.0,16.71,24.54,18.74,High,growth
2859,63.46,25.22,20.15,0.0,Low,growth
3317,50.49,28.07,6.77,14.66,Low,growth
3604,35.41,10.92,15.74,37.93,Medium,growth
2050,52.84,18.49,11.55,17.12,Low,growth
2664,46.32,8.97,17.17,27.54,Low,growth
2531,56.46,17.42,15.11,11.01,Medium,strain
3636,65.28,7.25,25.66,1.81,Low,growth
3084,46.38,28.54,11.18,13.91,High,stable
3191,41.6,20.95,10.03,27.42,Medium,stable
3226,30.58,26.36,28.95,14.11,High,growth
2857,52.99,29.96,28.74,0.0,Low,growth
2146,46.09,9.57,29.84,14.51,Medium,stable
2915,44.99,22.35,19.21,13.45,Medium,growth
3700,37.32,27.17,7.83,27.68,Low,stable
3994,47.2,19.4,27.0,6.4,High,stable
2993,69.38,20.99,8.63,1.0,Low,strain
3463,41.91,15.19,8.89,34.01,Medium,strain
2242,53.99,21.87,9.83,14.31,Medium,stable
2581,61.06,14.89,21.34,2.72,Medium,growth
2687,59.97,16.92,7.68,15.44,Low,stable
3585,43.15,7.57,24.46,24.82,Low,stable
2483,54.43,5.2,6.46,33.91,Low,growth
3132,64.85,6.38,7.76,21.01,High,strain
3250,30.62,9.81,15.86,43.71,High,stable
2673,47.43,16.42,14.48,21.68,High,strain
2631,38.97,5.52,29.74,25.76,Medium,growth
2661,45.55,8.9,29.17,16.38,High,strain
2662,46.64,24.54,9.74,19.08,Medium,growth
3456,59.87,24.05,28.67,0.0,High,growth
2805,33.75,24.74,22.31,19.2,High,strain
3679,50.5,28.04,15.22,6.24,Medium,stable
2419,52.57,7.98,23.49,15.96,Low,stable
2988,49.77,9.08,27.5,13.65,High,growth
3479,59.27,13.34,9.5,17.88,Medium,strain
3184,45.35,27.88,9.9,16.87,Low,strain
3547,67.8,24.39,15.22,0.0,Low,strain
2650,49.27,13.1,9.23,28.39,Low,strain
2969,52.85,7.19,14.01,25.95,Medium,growth
2590,63.02,20.41,21.14,0.0,High,strain
3101,41.01,11.42,25.32,22.25,High,strain
2509,33.01,18.28,12.55,36.16,High,stable
2441,58.31,28.55,12.04,1.1,Low,growth
3278,49.32,19.32,24.49,6.87,High,strain
2921,65.86,28.1,14.53,0.0,Medium,strain
2770,69.31,14.83,25.46,0.0,High,growth
3344,45.96,20.83,29.83,3.37,High,growth
3827,46.62,27.35,29.49,0.0,High,stable
2263,46.32,19.7,21.57,12.41,High,growth
3621,42.98,20.37,14.38,22.27,Medium,strain
3682,61.27,22.91,6.64,9.19,High,stable
3859,60.36,27.05,23.45,0.0,Low,strain
3578,49.15,7.2,29.45,14.2,High,growth
3398,31.79,13.42,6.7,48.09,Low,growth
2637,42.38,14.94,5.15,37.52,Low,growth
3191,41.69,27.74,25.79,4.77,Low,stable
3961,62.44,28.9,7.56,1.1,Medium,strain
3777,33.5,8.01,7.04,51.45,Low,strain
2459,62.23,7.98,27.76,2.04,Low,stable
2999,56.77,28.37,6.99,7.87,High,growth
3304,59.3,12.39,7.85,20.46,Medium,strain
2700,47.29,11.05,19.24,22.43,Medium,growth
2302,57.19,5.89,23.92,13.0,Medium,growth
3555,54.36,11.89,14.99,18.76,Low,strain
3604,60.76,22.34,15.51,1.39,Low,growth
3242,47.87,15.65,20.82,15.66,Low,strain
3126,48.91,17.92,17.64,15.53,High,strain
2554,55.74,27.93,5.47,10.86,Low,stable
2288,34.32,7.87,7.84,49.97,Medium,strain
3191,47.45,6.78,19.54,26.23,High,stable
2621,68.88,26.3,24.84,0.0,High,growth
3006,31.5,24.37,24.08,20.05,Medium,stable
2036,42.64,11.59,23.5,22.27,Low,growth
2744,42.56,13.11,24.28,20.05,High,stable
3765,55.34,12.76,6.11,25.79,Medium,growth
2353,34.23,21.2,27.38,17.2,Low,strain
3700,55.14,6.53,27.23,11.1,High,stable
3923,33.8,17.24,18.3,30.67,High,strain
2073,33.8,8.35,11.21,46.64,High,strain
2648,59.13,25.49,19.8,0.0,High,growth
3377,42.97,14.52,18.95,23.57,High,growth
3915,69.1,18.19,10.57,2.14,Low,growth
3094,31.49,5.73,20.08,42.69,Medium,growth
2425,47.8,6.46,24.93,20.81,High,stable
2999,34.53,21.88,25.15,18.45,Medium,strain
2708,44.06,24.17,6.49,25.28,Medium,growth
3805,69.93,22.75,9.93,0.0,Medium,strain
2561,65.55,23.43,21.71,0.0,Low,stable
2828,31.93,7.62,26.5,33.96,Medium,growth
3666,52.53,22.34,18.03,7.1,Medium,stable
2956,55.91,9.54,22.69,11.86,Medium,stable
2517,38.38,7.45,5.53,48.64,High,strain
2428,35.8,23.93,20.21,20.06,High,strain
3563,66.18,27.24,29.05,0.0,Medium,stable
2160,68.75,22.92,21.53,0.0,Low,stable
2149,69.68,25.14,28.06,0.0,High,growth
2776,61.59,29.78,19.15,0.0,High,strain
3254,56.54,8.37,26.08,9.01,Medium,stable
3736,43.83,29.13,8.1,18.94,Medium,stable
3586,36.86,20.03,8.09,35.03,Low,strain
2067,33.16,25.33,8.0,33.5,High,stable
3014,57.73,21.25,17.22,3.79,Medium,growth
3836,61.39,19.25,13.26,6.1,High,stable
2381,63.06,22.59,22.98,0.0,Medium,stable
2058,66.55,13.01,27.57,0.0,Medium,strain
3283,65.2,28.11,20.48,0.0,Low,strain
2342,69.99,7.88,10.33,11.8,High,growth
3862,39.76,12.95,28.27,19.01,High,stable
3154,60.53,5.78,18.2,15.49,Medium,growth
2727,53.46,11.78,23.0,11.76,Low,stable
3196,40.45,10.46,27.26,21.83,Low,stable
2770,69.28,6.24,29.75,0.0,Low,strain
2614,65.92,17.29,17.65,0.0,High,growth
3233,35.14,16.72,25.2,22.94,Medium,stable
3827,31.05,6.94,19.17,42.84,Medium,stable
2354,57.53,11.55,17.16,13.76,Low,strain
3495,54.17,28.83,18.44,0.0,Low,strain
3822,67.43,7.77,17.11,7.69,Low,strain
2116,39.36,12.63,15.53,32.49,High,growth
3288,33.38,5.9,23.09,37.63,Medium,growth
2662,40.37,8.72,11.24,39.67,Low,stable
3836,30.76,22.48,20.41,26.35,Low,growth
3466,31.44,14.17,22.82,31.57,Medium,strain
3572,66.59,16.3,27.3,0.0,High,strain
2453,44.08,8.92,13.3,33.7,High,growth
3869,46.43,22.05,26.51,5.0,High,stable
3501,30.73,23.79,28.63,16.84,Medium,stable
2287,40.82,9.53,21.22,28.43,High,stable
3327,62.19,6.12,24.29,7.4,Low,stable
3017,54.62,7.02,15.14,23.21,High,strain
2311,60.15,21.43,28.8,0.0,Medium,growth
2208,47.89,8.39,21.77,21.95,High,strain
2618,42.39,17.35,12.75,27.51,Medium,stable
2446,49.31,8.82,15.11,26.77,Medium,stable
2670,42.92,9.25,20.44,27.38,High,strain
2633,63.56,5.11,10.85,20.48,Low,stable
2055,41.91,13.02,23.85,21.22,Medium,strain
2912,56.39,7.24,10.62,25.75,High,strain
3036,35.48,14.85,19.79,29.88,Medium,strain
2657,57.47,19.94,22.43,0.16,High,strain
3424,66.53,14.19,26.49,0.0,Low,stable
3932,54.34,22.63,23.35,0.0,Medium,stable
3672,52.39,23.54,24.97,0.0,Low,stable
2980,68.44,22.42,27.82,0.0,Low,growth
2515,55.1,28.42,19.94,0.0,Low,strain
3680,40.38,10.93,26.16,22.53,Low,growth
3566,41.7,9.74,10.8,37.77,Low,strain
2237,58.21,20.24,25.37,0.0,High,strain
3303,59.42,19.87,10.54,10.17,Low,stable
2348,42.14,17.75,28.37,11.74,High,strain
2627,43.81,5.11,13.25,37.83,Low,growth
3128,69.64,18.88,9.3,2.18,Low,stable
2630,34.08,28.32,8.7,28.9,Medium,stable
3541,46.19,13.36,9.68,30.77,High,strain
3896,32.5,29.19,16.19,22.12,Low,stable
3272,62.84,13.92,18.05,5.18,Low,growth
2364,33.69,8.5,27.84,29.97,Low,strain
2321,56.96,14.96,14.53,13.55,High,growth
3657,32.26,17.37,10.44,39.94,High,stable
2286,56.91,20.74,23.6,0.0,High,growth
2149,63.72,17.62,8.37,10.29,Medium,growth
3108,45.95,18.42,27.31,8.32,Medium,stable
3990,50.89,5.6,15.23,28.28,Low,strain
2406,46.06,11.34,20.35,22.25,High,strain
2978,42.02,12.77,9.65,35.56,High,stable
2456,62.13,29.68,8.64,0.0,Medium,strain
3767,40.88,12.39,24.97,21.76,Low,growth
2800,58.92,27.41,15.74,0.0,High,stable
3185,38.25,12.62,29.67,19.47,High,stable
3013,39.99,7.4,18.11,34.5,Low,strain
2784,43.46,11.19,26.14,19.21,Medium,strain
2460,53.57,11.82,29.5,5.11,Medium,stable
3574,48.18,29.46,12.03,10.34,High,stable
3524,59.81,21.86,25.02,0.0,Low,stable
2738,38.54,28.29,5.55,27.62,Low,stable
2509,30.43,25.87,21.99,21.7,Low,growth
3678,61.06,19.46,23.63,0.0,High,growth
3828,62.87,21.88,16.93,0.0,Medium,stable
2481,32.38,20.62,9.05,37.95,Medium,stable
3687,54.44,21.66,20.42,3.49,Medium,stable
2114,45.13,11.62,27.44,15.81,Medium,growth
2749,61.76,15.2,28.28,0.0,Medium,strain
3602,64.98,19.82,23.65,0.0,High,growth
2361,64.04,5.9,11.59,18.47,High,stable
2341,61.09,17.07,26.76,0.0,Medium,stable
2770,40.76,26.49,27.22,5.52,Medium,stable
2761,62.48,17.31,14.18,6.03,High,stable
2969,51.34,18.81,9.57,20.28,Medium,growth
2449,32.11,10.05,26.87,30.98,Medium,strain
3867,48.28,24.86,27.13,0.0,Medium,stable
2835,67.69,13.97,7.52,10.82,Low,stable
3204,65.51,28.91,29.17,0.0,Medium,stable
3726,34.09,29.84,18.33,17.74,Low,strain
3431,59.77,27.9,29.84,0.0,Medium,growth
3690,62.23,7.12,16.13,14.52,Medium,strain
3220,40.86,13.33,18.33,27.48,High,growth
3490,48.86,28.63,11.65,10.86,High,stable
2311,58.44,25.11,27.47,0.0,High,strain
2262,47.56,27.78,16.09,8.57,Low,strain
3443,34.51,19.31,25.37,20.81,Low,stable
2406,58.24,17.01,6.99,17.76,Medium,strain
3963,66.47,7.66,24.71,1.17,Low,stable
2143,56.1,25.99,17.26,0.66,High,stable
2342,60.95,23.63,5.14,10.28,Low,growth
3340,44.33,6.47,10.66,38.54,Medium,growth
3125,37.33,10.24,9.84,42.59,Low,stable
2244,55.71,18.93,23.79,1.56,High,stable
2490,43.11,22.11,16.93,17.85,Medium,strain
2012,64.4,8.44,8.99,18.16,Low,stable
3263,34.91,11.12,11.42,42.55,Medium,stable
2561,47.34,9.83,17.6,25.23,Medium,strain
2042,45.87,10.5,5.49,38.14,Low,stable
2678,67.52,28.02,15.6,0.0,Medium,stable
2594,36.13,22.9,21.95,19.03,Low,growth
3453,30.39,23.43,17.94,28.23,High,stable
3827,39.52,24.85,19.95,15.67,High,stable
3182,62.81,13.91,13.17,10.11,Low,strain
3240,38.37,24.18,9.58,27.87,Low,growth
3694,39.64,29.46,25.24,5.66,Medium,growth
3486,35.2,22.46,27.64,14.7,Low,stable
2134,58.62,15.42,17.77,8.2,Medium,growth
3091,32.77,22.91,12.63,31.7,High,growth
3872,43.25,27.52,17.78,11.45,Low,growth
3031,41.3,8.22,26.97,23.51,High,strain
2948,52.21,11.63,22.29,13.88,Low,strain
3550,59.22,27.98,26.47,0.0,High,growth
2073,51.32,28.66,13.21,6.82,Low,growth
2399,67.24,17.1,22.8,0.0,Low,stable
3429,68.06,14.36,21.33,0.0,Medium,growth
3699,44.46,12.07,19.29,24.18,Medium,strain
2578,61.11,17.47,18.21,3.22,Low,stable
2859,59.55,28.36,18.77,0.0,Medium,strain
2130,65.72,8.75,26.24,0.0,Low,strain
2931,47.92,15.5,27.9,8.69,Low,strain
3490,51.22,27.79,7.82,13.17,High,strain
3230,46.63,13.73,19.22,20.42,Medium,strain
3812,64.02,24.2,27.96,0.0,Medium,stable
3792,39.19,14.73,8.37,37.71,High,strain
2266,39.59,25.12,15.32,19.97,Low,growth
3561,44.9,29.53,7.23,18.34,Medium,stable
3986,39.21,14.7,7.84,38.25,Low,growth
2793,52.44,26.13,27.6,0.0,Medium,stable
2253,35.38,29.71,16.15,18.76,Medium,growth
2822,42.81,29.6,22.22,5.38,Low,strain
3313,66.54,15.84,8.47,9.15,Low,growth
2164,46.37,17.14,5.55,30.94,Medium,strain
2095,59.93,12.59,27.26,0.22,High,stable
3806,34.54,12.85,19.36,33.25,High,strain
2833,39.9,17.31,5.5,37.29,High,growth
3134,62.29,10.01,29.81,0.0,High,strain
2336,60.52,22.78,17.3,0.0,High,strain
2822,45.45,18.41,16.9,19.25,Low,stable
2238,68.18,27.45,20.52,0.0,Medium,strain
2381,66.43,25.26,5.2,3.11,High,stable
3460,68.49,13.06,19.23,0.0,Medium,growth
2899,47.12,17.65,20.74,14.5,Low,stable
2483,37.9,23.76,12.42,25.91,Medium,growth
3961,55.07,9.83,23.17,11.93,Low,growth
2902,57.39,5.79,14.44,22.38,Medium,strain
3049,35.02,26.31,22.94,15.73,Medium,stable
3677,61.46,8.44,8.6,21.51,Low,growth
3141,30.72,27.24,27.84,14.2,Medium,strain
2482,49.31,27.84,26.99,0.0,Low,strain
3416,43.24,16.52,8.77,31.48,Medium,growth
2917,59.61,25.17,28.46,0.0,Medium,strain
2994,42.51,14.08,18.94,24.47,High,stable
2964,63.07,26.46,22.54,0.0,Medium,growth
2537,53.8,25.62,26.01,0.0,High,growth
3103,61.76,6.96,7.09,24.19,High,strain
3604,69.57,19.57,9.23,1.63,Low,growth
3197,57.17,21.0,12.26,9.57,Low,growth
3980,69.4,5.02,16.93,8.65,Medium,growth
3036,31.15,29.5,13.65,25.7,Low,stable
3824,43.53,15.16,17.65,23.66,High,stable
2128,34.31,17.93,9.65,38.1,Medium,stable
3632,40.49,9.87,22.05,27.58,Low,stable
2092,63.56,20.27,6.39,9.78,Low,strain
3677,31.29,25.27,14.04,29.41,Low,growth
2543,50.81,19.65,9.48,20.07,High,stable
2846,52.69,24.7,23.25,0.0,Low,strain
3556,52.45,23.28,27.09,0.0,Medium,stable
3682,49.01,10.94,6.97,33.08,Medium,strain
2989,61.62,15.9,24.63,0.0,Medium,stable
3852,35.34,8.72,27.39,28.55,High,stable
2447,42.42,6.05,29.35,22.18,Low,growth
2390,54.63,6.58,19.48,19.31,Medium,stable
2672,57.64,28.56,13.18,0.61,Low,stable
3885,46.17,29.61,13.05,11.17,Low,strain
2043,65.01,7.37,14.47,13.14,Medium,growth
2254,46.62,13.38,20.32,19.68,High,growth
3154,46.11,7.86,17.26,28.77,Medium,strain
3084,31.45,25.86,21.34,21.36,Medium,stable
2663,52.05,17.41,5.98,24.56,High,strain
2467,58.35,20.53,7.65,13.47,Low,stable
2287,34.58,18.5,29.41,17.51,Low,stable
3011,42.22,22.76,29.88,5.14,High,growth
3541,61.25,12.98,23.67,2.1,Medium,stable
3491,44.64,8.44,11.41,35.52,High,growth
3954,39.66,5.44,28.83,26.06,Medium,growth
2778,56.89,16.14,10.34,16.63,High,strain
2345,37.87,27.7,23.29,11.15,Low,stable
2642,65.83,12.63,7.88,13.66,High,strain
2382,34.22,9.9,21.22,34.65,High,strain
3803,58.26,28.15,23.99,0.0,Medium,strain
2690,49.98,7.64,26.49,15.89,Medium,strain
3277,64.8,6.3,23.36,5.55,Medium,growth
3951,35.05,26.99,28.09,9.88,High,growth
3080,57.12,22.52,18.02,2.34,High,growth
3487,52.88,15.55,21.94,9.63,Medium,growth
2457,49.2,23.81,14.24,12.75,Low,stable
2983,49.66,23.54,5.26,21.55,Medium,growth
2083,58.88,6.0,23.92,11.2,High,stable
3929,67.51,21.91,26.75,0.0,High,strain
3123,33.65,21.02,9.35,35.98,Medium,stable
2149,30.78,29.09,5.72,34.41,Medium,growth
3353,62.23,29.17,9.11,0.0,High,growth
3180,34.33,14.44,27.38,23.85,High,growth
2190,69.47,19.75,12.39,0.0,Low,strain
3518,54.77,8.53,10.84,25.85,Medium,strain
2883,56.03,6.66,5.36,31.94,Medium,growth
2263,37.96,15.82,12.43,33.8,Low,strain
3104,39.61,22.25,22.89,15.25,High,stable
2400,56.37,19.19,28.98,0.0,High,stable
2764,66.39,15.74,12.82,5.05,Low,stable
2609,69.3,25.45,11.02,0.0,Medium,stable
3284,37.92,24.86,27.2,10.02,High,growth
3796,35.36,23.3,26.31,15.02,Low,growth
3639,32.26,6.93,13.2,47.61,Low,stable
3576,64.73,24.91,6.72,3.64,Low,stable
2785,41.79,27.99,29.8,0.43,High,growth
2101,30.07,6.49,22.02,41.42,High,strain
3383,38.95,15.04,28.16,17.84,Low,stable
3404,43.62,29.71,13.55,13.13,Low,strain
2820,69.64,19.98,21.19,0.0,High,growth
3245,50.94,17.84,21.86,9.36,High,stable
2820,38.19,9.44,26.82,25.55,High,stable
2420,43.39,19.14,29.83,7.64,High,strain
2124,43.21,15.98,7.72,33.09,High,strain
2422,30.79,8.19,20.78,40.25,Low,strain
3255,35.41,16.61,13.41,34.57,High,strain
3714,57.81,9.11,25.29,7.79,High,stable
3087,34.81,23.27,23.85,18.07,Low,growth
3509,39.23,29.34,27.31,4.12,Low,strain
3652,44.03,16.74,13.59,25.64,Medium,strain
3727,60.31,20.81,9.61,9.27,High,growth
3598,53.3,15.77,5.55,25.38,Medium,stable
2768,57.56,8.46,11.39,22.59,Medium,growth
2483,52.68,29.26,14.18,3.88,Low,growth
2519,57.34,8.24,28.65,5.77,Low,strain
2155,30.11,7.79,17.28,44.81,Medium,growth
2092,67.24,16.48,18.91,0.0,Medium,growth
2982,34.44,21.47,27.0,17.09,Medium,stable
3550,46.25,13.87,27.13,12.75,Medium,strain
2455,60.84,9.81,18.2,11.15,High,strain
3765,47.41,25.47,7.84,19.27,Medium,strain
2598,67.87,14.08,11.76,6.29,Low,stable
3669,48.7,9.86,16.42,25.02,Medium,stable
2510,65.0,14.13,23.78,0.0,Medium,stable
3207,62.43,10.36,22.79,4.41,Low,stable
2386,69.24,17.99,21.07,0.0,Medium,strain
3598,67.06,21.71,27.01,0.0,Low,strain
3755,65.92,24.99,25.07,0.0,High,growth
2405,59.26,10.69,29.55,0.49,High,stable
2246,44.68,9.17,27.23,18.92,Low,growth
2742,34.25,5.49,9.89,50.37,High,stable
3615,57.55,10.7,6.44,25.31,High,growth
2661,69.15,5.6,15.36,9.89,High,strain
2650,59.06,13.64,20.44,6.86,Low,strain
3495,67.15,8.64,21.08,3.13,Medium,stable
3850,62.17,19.5,11.69,6.64,High,strain
3912,36.52,14.59,26.5,22.39,Medium,stable
3447,39.97,7.34,13.23,39.46,Medium,growth
2901,43.67,15.0,27.98,13.35,High,stable
2065,36.73,10.23,16.79,36.25,High,growth
3037,53.27,22.0,5.26,19.47,Medium,growth
2213,69.02,14.11,9.05,7.82,High,stable
2242,60.46,8.68,7.56,23.31,Low,strain
2493,46.94,13.74,6.1,33.22,Low,growth
3237,30.18,10.61,22.85,36.36,High,strain
3717,42.53,24.89,9.81,22.77,Medium,growth
2338,51.07,29.58,25.97,0.0,High,growth
2173,42.97,5.64,11.61,39.78,Low,growth
2672,34.44,22.25,5.81,37.5,Medium,growth
2164,47.71,11.6,25.52,15.17,High,stable
2465,40.13,6.66,16.65,36.56,Low,growth
2995,66.37,5.36,19.99,8.28,Medium,strain
2497,34.07,27.03,13.41,25.5,Low,strain
2700,31.97,13.84,6.15,48.04,High,stable
2395,30.21,29.86,14.25,25.67,High,growth
2703,43.12,16.06,17.96,22.86,Low,stable
3941,56.42,9.69,5.29,28.6,Low,strain
2308,59.22,24.43,19.36,0.0,Low,growth
3792,48.13,28.16,27.33,0.0,Low,strain
2183,57.37,25.39,10.45,6.79,Low,stable
2629,44.4,23.63,28.17,3.8,Medium,stable
3818,56.71,13.37,7.44,22.48,High,strain
2510,31.62,6.61,25.64,36.13,Medium,growth
3732,45.63,10.03,26.01,18.33,Low,growth
2546,61.63,16.17,11.44,10.75,Medium,strain
3588,62.12,28.9,28.95,0.0,High,strain
2624,58.65,23.07,15.41,2.87,Low,growth
3788,38.17,25.71,8.53,27.59,Low,strain
2594,39.89,11.93,19.79,28.39,High,stable
2744,69.84,22.1,29.92,0.0,Medium,growth
3251,34.14,26.56,27.48,11.82,High,growth
3769,37.23,16.99,11.97,33.82,High,stable
3757,35.2,15.75,19.42,29.63,Medium,strain
3460,43.11,22.99,7.88,26.02,Medium,growth
3949,38.41,19.0,16.55,26.05,Low,growth
3446,49.91,29.83,18.08,2.19,Low,growth
2554,49.04,15.63,12.88,22.45,Low,strain
2021,66.06,9.4,17.1,7.44,High,growth
2554,31.39,16.8,28.0,23.81,Medium,strain
2397,42.8,10.88,17.5,28.82,Medium,stable
2625,53.87,19.03,25.77,1.33,Low,strain
2105,54.19,8.14,12.93,24.73,High,strain
2192,49.21,28.75,29.29,0.0,High,stable
2017,62.63,26.5,7.34,3.54,Medium,strain
3144,32.51,8.89,19.64,38.96,Medium,stable
2393,62.62,9.31,24.75,3.32,Medium,growth
2425,49.79,17.81,25.35,7.05,Medium,stable
2129,35.35,24.32,9.96,30.37,High,stable
3154,65.43,10.48,15.04,9.05,Low,growth
2572,55.97,6.52,20.6,16.9,Medium,growth
3584,36.54,18.64,12.9,31.92,Medium,strain
2029,31.35,22.29,21.46,24.91,Medium,strain
3121,35.64,11.11,14.47,38.78,High,strain
3034,54.35,23.49,13.77,8.38,Low,growth
2242,37.17,28.77,7.7,26.36,High,growth
3850,39.03,8.43,5.98,46.56,Low,growth
3980,31.01,17.78,25.88,25.34,High,strain
2232,58.92,6.42,17.24,17.42,Medium,growth
2789,62.41,10.17,19.07,8.35,Medium,growth
3308,61.87,7.25,14.31,16.58,Low,stable
2715,35.1,15.1,8.42,41.38,High,stable
2759,66.13,25.52,16.24,0.0,Low,growth
2802,56.89,19.43,10.72,12.96,High,strain
2776,65.9,10.56,25.94,0.0,Medium,stable
3979,47.89,6.0,29.67,16.44,Low,growth
2726,47.48,18.83,27.23,6.46,Low,stable
2200,61.38,8.32,18.21,12.09,Medium,stable
2945,33.73,13.57,20.7,32.0,Medium,strain
2079,50.83,17.75,28.7,2.71,Medium,growth
3937,63.46,27.59,18.47,0.0,Medium,growth
2956,63.21,7.05,20.96,8.78,Medium,strain
3879,68.25,21.72,20.73,0.0,Medium,strain
2856,57.93,5.35,22.7,14.01,High,strain
3197,38.31,20.75,21.01,19.93,High,growth
2467,30.81,18.79,21.77,28.63,Low,stable
2581,49.18,25.3,23.15,2.38,High,growth
3440,50.55,18.29,25.23,5.93,Low,growth
2940,39.61,13.82,15.08,31.5,High,strain
2449,34.99,11.07,23.65,30.3,High,strain
2087,53.45,7.13,7.51,31.92,Medium,strain
2101,60.57,18.37,26.9,0.0,High,growth
3032,69.73,27.21,12.25,0.0,High,strain
2845,60.33,17.87,15.09,6.71,High,strain
3224,61.75,23.48,25.09,0.0,Medium,stable
3529,54.66,12.46,20.92,11.96,Medium,stable
2087,69.44,16.2,12.72,1.64,High,strain
2043,55.6,13.12,10.63,20.65,Low,stable
3409,64.41,7.73,28.94,0.0,High,growth
3645,67.83,15.42,7.19,9.55,Medium,stable
3459,67.19,24.11,5.11,3.59,Medium,strain
2408,45.26,14.87,21.82,18.05,Low,growth
3507,33.15,21.25,20.36,25.24,Medium,growth
2664,36.87,23.97,23.44,15.72,Medium,stable
3041,32.37,13.07,23.29,31.27,High,strain
3669,34.22,24.94,26.58,14.26,Low,strain
2148,37.39,13.47,28.05,21.09,Medium,stable
2277,43.64,11.4,24.38,20.58,Medium,stable
2232,51.74,10.56,10.81,26.89,High,stable
3850,58.47,10.0,16.59,14.95,High,strain
3951,38.44,23.43,21.04,17.09,High,stable
2366,56.9,27.19,18.48,0.0,High,stable
3252,58.17,10.77,8.97,22.09,Low,stable
3675,52.34,7.13,19.73,20.79,High,strain
2436,66.14,12.84,27.16,0.0,Low,growth
2399,34.44,21.45,15.46,28.65,Medium,strain
3235,37.08,14.21,21.72,26.98,Medium,strain
3415,47.15,18.73,20.4,13.73,High,growth
2499,35.07,23.61,14.43,26.9,High,strain
2540,52.65,15.21,19.13,13.0,High,growth
2563,45.94,29.99,10.26,13.82,Medium,growth
3515,41.38,12.45,18.65,27.51,Medium,growth
2442,36.8,29.46,24.97,8.77,Medium,growth
3285,43.41,10.08,23.97,22.54,Low,strain
2773,54.32,7.77,13.95,23.96,Medium,growth
2350,53.03,23.77,7.8,15.4,High,stable
3376,36.54,22.56,25.0,15.9,Low,growth
2520,35.0,25.28,11.63,28.1,Low,growth
3344,31.07,13.59,6.33,49.02,Low,strain
2138,30.5,28.27,16.13,25.1,Medium,stable
3574,65.19,7.99,23.49,3.33,Medium,growth
3647,31.8,5.76,25.21,37.23,Medium,stable
2992,59.25,12.51,29.56,0.0,Medium,growth
2368,64.88,24.93,9.74,0.45,High,strain
3244,33.92,21.82,12.34,31.91,Low,stable
3361,47.45,15.91,20.24,16.41,Low,stable
3247,68.49,11.41,25.28,0.0,Low,strain
3672,63.37,6.48,10.85,19.3,Low,strain
3792,49.59,13.44,15.25,21.73,Low,strain
2360,60.5,16.5,15.21,7.79,High,strain
2921,63.34,22.18,24.32,0.0,High,stable
2329,43.92,21.15,11.02,23.91,Low,strain
2962,65.69,28.68,29.22,0.0,Low,stable
2463,48.82,7.51,17.76,25.91,Medium,growth
2946,51.11,13.41,12.05,23.43,Low,growth
2963,69.99,17.04,12.11,0.87,High,strain
3585,63.73,21.77,5.46,9.04,Medium,strain
3828,44.47,17.39,22.31,15.83,High,stable
3406,30.41,27.82,24.4,17.37,Medium,stable
2836,55.05,20.22,5.81,18.93,Medium,growth
3614,58.16,5.99,19.65,16.2,Low,stable
3641,56.03,7.84,24.54,11.58,High,strain
2169,68.71,23.84,14.41,0.0,High,growth
2217,64.52,22.89,15.82,0.0,Low,growth
2378,47.95,8.84,14.04,29.17,Medium,strain
2119,32.51,6.47,12.89,48.12,Medium,stable
2190,49.04,19.47,17.28,14.21,High,strain
2767,57.57,20.89,9.15,12.38,Low,stable
2370,54.31,8.38,16.02,21.29,Low,growth
3802,51.53,16.84,28.55,3.09,High,strain
2149,48.75,12.65,5.69,32.92,Medium,growth
3700,41.75,28.28,9.12,20.85,Medium,growth
2652,41.09,10.48,24.44,23.98,Low,strain
3883,50.01,23.33,8.3,18.36,Medium,growth
3512,36.42,17.95,11.78,33.84,Medium,stable
2770,43.63,5.29,16.37,34.71,Medium,strain
2374,42.96,17.92,28.58,10.54,High,stable
2781,53.49,7.49,9.59,29.44,Low,stable
3717,32.67,21.48,28.08,17.78,High,stable
2160,63.19,19.14,22.96,0.0,High,strain
2351,52.5,5.26,21.78,20.47,Medium,stable
3936,56.83,10.12,23.09,9.96,Low,strain
3312,58.12,24.41,5.78,11.69,Medium,stable
3312,41.66,11.89,7.47,38.97,Low,strain
2892,48.81,17.48,13.37,20.33,Medium,stable
3250,68.25,12.8,6.85,12.1,Low,growth
2523,60.67,28.04,29.69,0.0,Low,stable
2522,68.78,18.41,19.51,0.0,Medium,growth
2783,59.85,22.4,17.18,0.56,Medium,growth
2273,37.02,7.09,24.64,31.25,High,stable
2936,32.58,6.01,29.42,31.99,High,stable
3426,53.11,11.48,28.88,6.53,Low,growth
2183,44.31,12.73,24.83,18.13,Medium,strain
3993,41.02,22.19,14.43,22.36,Medium,stable
3689,62.29,19.23,6.65,11.83,High,growth
2488,44.68,14.36,7.46,33.5,Medium,strain
3851,42.68,21.35,5.03,30.94,Low,stable
2846,64.0,9.09,5.05,21.86,Low,strain
2124,63.85,6.59,28.41,1.15,Low,growth
2985,44.25,26.36,28.18,1.21,High,stable
3650,63.3,19.1,21.69,0.0,Low,strain
2790,64.03,21.23,23.17,0.0,High,stable
2414,46.96,12.68,17.83,22.53,High,strain
